,index,Participant ID,Song ID,Ornamentation,Grooviness,Familiarity,Liking,Consonance,Valence,Excitement,Vocal Range,Sound Quality,Tempo,Rhythmic Regularity,Vocal Tension,Vocal Texture
225,0,403,20,50.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,50.0
226,1,403,21,0.0,50.0,0.0,50.0,50.0,50.0,100.0,50.0,0.0,0.0,50.0,50.0,100.0
227,2,403,22,0.0,0.0,50.0,100.0,50.0,50.0,100.0,50.0,0.0,0.0,50.0,50.0,50.0
228,3,403,23,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0
229,4,403,24,100.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0
230,0,404,20,0.0,50.0,0.0,50.0,0.0,50.0,100.0,50.0,50.0,50.0,50.0,0.0,0.0
231,1,404,21,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,0.0,50.0
232,2,404,22,0.0,100.0,100.0,50.0,100.0,50.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0
233,3,404,23,100.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
234,4,404,24,50.0,50.0,50.0,50.0,50.0,100.0,50.0,50.0,50.0,100.0,100.0,50.0,50.0
235,0,405,20,0.0,100.0,50.0,50.0,100.0,50.0,100.0,50.0,0.0,100.0,50.0,0.0,100.0
236,1,405,21,0.0,50.0,50.0,50.0,0.0,50.0,100.0,50.0,0.0,100.0,100.0,50.0,100.0
237,2,405,22,100.0,50.0,100.0,0.0,100.0,50.0,100.0,50.0,0.0,0.0,50.0,0.0,0.0
238,3,405,23,50.0,100.0,50.0,50.0,100.0,100.0,0.0,50.0,0.0,100.0,50.0,0.0,50.0
239,4,405,24,50.0,50.0,50.0,50.0,100.0,50.0,0.0,0.0,0.0,100.0,50.0,50.0,50.0
240,0,406,20,0.0,100.0,50.0,50.0,50.0,100.0,50.0,50.0,0.0,50.0,50.0,50.0,100.0
241,1,406,21,0.0,100.0,100.0,50.0,50.0,50.0,100.0,100.0,50.0,0.0,50.0,50.0,50.0
242,2,406,22,50.0,50.0,100.0,50.0,50.0,0.0,100.0,50.0,50.0,50.0,100.0,0.0,50.0
243,3,406,23,100.0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,100.0
244,4,406,24,50.0,50.0,50.0,100.0,50.0,50.0,50.0,100.0,50.0,0.0,50.0,0.0,50.0
245,0,407,20,0.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0
246,1,407,21,0.0,50.0,100.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,0.0,50.0
247,2,407,22,50.0,100.0,100.0,0.0,100.0,50.0,100.0,100.0,50.0,50.0,50.0,50.0,50.0
248,3,407,23,50.0,50.0,100.0,0.0,50.0,100.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0
249,4,407,24,100.0,0.0,100.0,50.0,100.0,100.0,0.0,0.0,50.0,100.0,0.0,50.0,50.0
250,0,408,20,0.0,50.0,100.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
251,1,408,21,0.0,50.0,100.0,50.0,100.0,100.0,100.0,100.0,0.0,0.0,50.0,50.0,50.0
252,2,408,22,0.0,0.0,100.0,0.0,50.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0
253,3,408,23,100.0,50.0,0.0,50.0,100.0,50.0,50.0,50.0,0.0,50.0,50.0,0.0,100.0
254,4,408,24,100.0,50.0,100.0,100.0,100.0,100.0,0.0,50.0,0.0,50.0,50.0,50.0,0.0
255,0,409,20,50.0,100.0,100.0,0.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,50.0,100.0
256,1,409,21,0.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,100.0,50.0,100.0
257,2,409,22,0.0,50.0,50.0,50.0,100.0,50.0,50.0,50.0,0.0,50.0,0.0,0.0,50.0
258,3,409,23,50.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0
259,4,409,24,100.0,100.0,100.0,50.0,100.0,100.0,50.0,50.0,50.0,100.0,100.0,100.0,50.0
260,0,410,20,0.0,100.0,100.0,50.0,50.0,100.0,50.0,100.0,50.0,100.0,50.0,50.0,100.0
261,1,410,21,0.0,50.0,50.0,50.0,50.0,50.0,100.0,0.0,0.0,50.0,50.0,100.0,50.0
262,2,410,22,50.0,50.0,100.0,50.0,100.0,50.0,100.0,0.0,0.0,50.0,0.0,50.0,50.0
263,3,410,23,100.0,50.0,50.0,50.0,100.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0
264,4,410,24,100.0,50.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0,100.0,100.0,0.0
265,0,500,25,50.0,100.0,100.0,50.0,0.0,50.0,50.0,50.0,100.0,100.0,50.0,50.0,0.0
266,1,500,26,100.0,50.0,50.0,50.0,100.0,100.0,50.0,0.0,0.0,50.0,50.0,100.0,50.0
267,2,500,27,100.0,100.0,100.0,50.0,100.0,100.0,0.0,50.0,50.0,50.0,50.0,50.0,100.0
268,3,500,28,100.0,100.0,50.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,0.0,50.0,100.0
269,4,500,29,100.0,50.0,100.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0
270,0,501,25,50.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,50.0,100.0,50.0,0.0,50.0
271,1,501,26,50.0,0.0,50.0,0.0,100.0,50.0,100.0,50.0,0.0,50.0,100.0,50.0,50.0
272,2,501,27,50.0,50.0,50.0,50.0,50.0,100.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0
273,3,501,28,50.0,0.0,0.0,50.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,50.0,100.0
274,4,501,29,50.0,0.0,0.0,100.0,50.0,50.0,100.0,0.0,50.0,50.0,100.0,50.0,50.0
275,0,502,25,50.0,50.0,100.0,100.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0
276,1,502,26,100.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
277,2,502,27,50.0,0.0,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0
278,3,502,28,100.0,0.0,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0
279,4,502,29,100.0,50.0,100.0,100.0,50.0,50.0,50.0,50.0,0.0,100.0,100.0,50.0,50.0
280,0,503,25,50.0,0.0,50.0,50.0,100.0,100.0,0.0,0.0,0.0,100.0,50.0,50.0,50.0
281,1,503,26,50.0,0.0,100.0,50.0,50.0,50.0,0.0,0.0,0.0,50.0,100.0,0.0,50.0
282,2,503,27,100.0,0.0,50.0,50.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,0.0,100.0
283,3,503,28,100.0,50.0,100.0,50.0,0.0,100.0,0.0,50.0,0.0,0.0,100.0,50.0,50.0
284,4,503,29,50.0,50.0,100.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0
285,0,504,25,50.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,100.0,50.0,100.0,100.0
286,1,504,26,0.0,50.0,0.0,100.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0
287,2,504,27,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,50.0,0.0,50.0,0.0,100.0
288,3,504,28,50.0,0.0,0.0,100.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,50.0,50.0
289,4,504,29,100.0,50.0,100.0,100.0,50.0,100.0,100.0,0.0,0.0,100.0,100.0,50.0,50.0
290,0,505,25,50.0,50.0,100.0,100.0,0.0,50.0,50.0,0.0,50.0,100.0,100.0,50.0,100.0
291,1,505,26,100.0,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,100.0
292,2,505,27,100.0,0.0,0.0,50.0,0.0,50.0,0.0,100.0,0.0,50.0,100.0,0.0,100.0
293,3,505,28,100.0,0.0,100.0,50.0,100.0,100.0,50.0,50.0,50.0,50.0,100.0,50.0,50.0
294,4,505,29,100.0,0.0,100.0,100.0,50.0,100.0,0.0,50.0,50.0,50.0,100.0,50.0,50.0
295,0,506,25,50.0,0.0,50.0,0.0,0.0,50.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0
296,1,506,26,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
297,2,506,27,100.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0
298,3,506,28,100.0,100.0,100.0,0.0,50.0,100.0,100.0,100.0,0.0,50.0,100.0,100.0,0.0
299,4,506,29,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0
300,0,507,25,50.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,50.0,100.0,50.0,50.0,100.0
301,1,507,26,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,100.0
302,2,507,27,100.0,0.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,0.0,100.0
303,3,507,28,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,0.0,50.0
304,4,507,29,50.0,50.0,0.0,100.0,0.0,0.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0
305,0,508,25,0.0,50.0,100.0,100.0,50.0,50.0,50.0,0.0,0.0,100.0,100.0,100.0,50.0
306,1,508,26,50.0,50.0,50.0,100.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,100.0
307,2,508,27,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,0.0,50.0
308,3,508,28,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,50.0,50.0,50.0
309,4,508,29,50.0,50.0,100.0,100.0,0.0,100.0,0.0,50.0,0.0,50.0,100.0,100.0,50.0
310,0,509,25,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,100.0,50.0,50.0,50.0
311,1,509,26,100.0,0.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,100.0,50.0
312,2,509,27,100.0,0.0,50.0,50.0,50.0,50.0,50.0,100.0,50.0,0.0,50.0,50.0,100.0
313,3,509,28,100.0,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,50.0,50.0,100.0
314,4,509,29,100.0,100.0,50.0,100.0,50.0,50.0,0.0,0.0,50.0,100.0,50.0,100.0,0.0
